speciesid | content
200004107 | Plants 60-100 cm tall. Rhizome erect, apex scaly; scales medium to dark brown, lanceolate, margin subentire. Fronds caespitose; stipe dull gray-brown to gray-green, semiterete, 20-43 cm, adaxially sulcate, base scaly, becoming subglabrous near rachis; lamina triangular-ovate, 45-70 × 18-35 cm, apex acute, 2-pinnate to 4-pinnatifid; pinnae 16-19 pairs, subopposite to alternate, stalked, basal pinnae slightly reduced, middle pinnae largest, narrowly triangular, 11-19 × 4-8 cm, often slightly falcate, apex acuminate, base asymmetrical, acroscopic side truncate, basiscopic side cuneate, 2- or 3-pinnate; pinnules 8-13 pairs, anadromous, basal pinnules free and stalked, distal pinnae adnate to costa, basal acroscopic pinnule largest, ovate-triangular, 2.5-4 × 1.6-2.2 cm, base cuneate, asymmetrical and often decurrent along costule, apex obtuse to subacute; ultimate pinnules 2-5 pairs, basal acroscopic segment largest, ovate, 12-15 × 6-8 mm, apex obtuse to truncate, base cuneate and decurrent on costule or free, margin dentate, teeth deltoid-triangular and often submucronate. Veins obscure, anadromous, rarely simple with distinct terminal hydathode on adaxial side, not reaching margin. Fronds herbaceous, green; rachis gray-green, semiterete, lamina with 2-4 cellular uniseriate hairs with apical gland or subglabrous, adaxially sulcate but with distinct supravascular ridge; costa pale brown to green, terete-semiterete, adaxially sulcate with distinct supravascular ridge, winged near its apex. Sori 1-25 per pinnule, median on subtending vein, subelliptic, ca. 4 mm; indusia yellowish brown, semi-elliptic, membranous, with thin hyaline margin with short 1-3-celled uniseriate hairs, rolling back at maturity, opening toward costule, persistent.
200004107 | Streamsides, forests; 900-2600 m. Fujian, Guizhou, Hunan, Sichuan, Taiwan, Xizang, Yunnan [Bhutan, N India, N Myanmar, Nepal, N Vietnam].
200004107 | Asplenium bullatum was confused with A. bulbiferum G. Forster by, e.g., Hooker (Sp. Fil. 3: 196. 1860) p.p., Beddome (Ferns Brit. India 1: 65. 1865; Handb. Ferns Brit. India, 159. 1883), Clarke (Trans. Linn. Soc. London, Bot. 1: 485. 1880), Christensen (Index Filic. 103. 1905) p.p., Panigrahi (Bull. Bot. Surv. India 2: 313. 1960), and Ching and Wu (Fl. Xizang. 1: 184. 1983).
200004107 | Plants of Asplenium bullatum from Nepal are octoploid (Matsumoto & Nakaike in Watanabe & Malla, Cryptog. Himalayas 1: 179. 1988), unlike the tetraploids known from the E Himalaya (Bir, Curr. Sci. 29: 446. 1960). Further studies are needed to find out possible correlations with the dissection of the lamina, which varies from 2-pinnate to 4-pinnatifid, and with the more divided forms considered typical and recognized as A. bullatum var. bullatum (大盖铁角蕨(原变种) da gai tie jiao jue (yua bian zhong)). Bipinnate forms have been called A. bullatum var. shikokianum (Makino) Ching & S. H. Wu (FRPS 4(2): 75. 1999; 稀羽铁角蕨 xi yu tie jiao jue). However, A. ×shikokianum Makino (Bot. Mag. (Tokyo) 13: 13. 1899, pro sp., described from Japan) is the name for the natural hexaploid (Shimura & Matsumoto, J. Jap. Bot. 51: 235-244. 1976) hybrid between A. wrightii and A. ritoense and should not be used to describe the less-divided forms of A. bullatum (e.g., H. S. Kung, Fl. Sichuan. 6: 381. 1988; Wu, FRPS 4(2): 75. 1999; P. S. Wang & X. Y. Wang, Pterid. Fl. Guizhou, 139. 2001, p.p.; Li, Fl. Hunan 1: 288. 2004, p.p.). Many specimens currently filed in Chinese herbaria as A. shikokianum or as A. bullatum var. shikokianum have good spores and are not hybrids. True A. ×shikokianum is not uncommon where its parents grow together (e.g., Guizhou, Taiwan). Asplenium ×wangii C. M. Kuo (Bot. Bull. Acad. Sin. 29: 109-111. 1988), the hybrid between A. bullatum and A. wrightii, is morphologically similar to A. ×shikokianum and could be confused. Asplenium ×wangii was described from Taiwan and may be present where the parent taxa grow together (Fujian, Guizhou, Hunan, Sichuan, Taiwan, and Yunnan).
242305832 | 线柄铁角蕨 xian bing tie jiao jue 
242305832 | Asplenium varians Wallich ex Hooker & Greville var. sakuraii Rosenstock.
242305832 | Plants 3-8(-13) cm tall. Rhizome erect, short, apex scaly; scales dark brown to black, triangular-ovate, margin shortly fimbriate glandular. Fronds caespitose; stipe green, slender, threadlike, 0.3-2.5(-9) cm, subglabrous, adaxially sulcate; lamina triangular to narrowly triangular, (0.6-)1.5-6 × 0.5-2.5 cm, apex obtuse to subacute, 2-pinnate to almost 3-pinnate; pinnae (3-) 5-7 pairs, alternate or basal ones subopposite, stalk slender, threadlike, often at least one stalk with tiny gemma in acroscopic axil, basal pinnae not reduced, broadly ovate to triangular, 4(-12) × 4(-6) mm, pinnate to 2-pinnatifid, upper pinnae trifid to bifid; pinnules 2 or 3(or 4) pairs or 1 pair and a trifid apex, usually bifid, trifid, or simple, basal acroscopic pinnule largest, cordiform or elliptic, 2-3 × 1-2 mm, base cuneate, decurrent on costa, margin entire, apex variable, obtuse or mucronate to acute; pinnae near apex simple or bifid. Veins obscure, anadromously pinnate, simple, 1 per segment or pinnule, with hydathode at end, not reaching margin. Frond herbaceous, green; rachis green, subglabrous, adaxially shallowly sulcate, apex not flagelliform, lamina subglabrous, average guard cell length 45-49 µm. Sori 1 per segment or pinnule, basal to median on subtending vein, subelliptic, 1-2 mm; indusia grayish green, elliptic, membranous, entire, opening toward costa or costule, persistent. Sporangia with 32 spores, perispore lophate (alate), average exospore length 38-42 µm. Plants sexual, diploid: 2n = 72.
242305832 | Moss cushions on shaded, wet limestone rocks and crevices; 1800-3300 m. ?Gansu, Guizhou, Hunan, ?Shaanxi, Sichuan, Taiwan, Yunnan [Bhutan, India, Japan, Korea, Nepal].
242305832 | Asplenium capillipes is the smallest species of the genus in China and may be overlooked since it often grows hidden among moss. It is reported from Gansu (Tianshui), Hunan, and Shaanxi (Tibia Shan), but we have seen no specimens; however, it should be noted that large plants of this species are similar to small plants of A. tenuicaule and may be confused with it. Identification of vouchers from Bhutan (Itô in H. Hara, Fl. E. Himalaya, 486-489. 1966) needs verification since some belong to A. fugax, which has a flagelliform apex in contrast to A. capillipes. Plants growing in thick moss cushions may have stipes up to 9 cm. Asplenium capillipes is diploid with n = 36II during meiosis (Mitui, J. Jap. Bot. 45: 84-90. 1970) and 2n = 72 chromosomes in vegetative cells. It is remarkable that it has only 32 relatively large spores per sporangium.
250098327 | 东海铁角蕨 dong hai tie jiao jue 
250098327 | Asplenium kobayashii Tagawa; ×Asplenosorus castaneoviridis (Baker) Nakaike.
250098327 | Plants 8-20 cm tall. Rhizome erect, short, scaly; scales black, narrowly triangular. Fronds caespitose; stipe adaxially green, abaxially shiny castaneous, subglabrous; lamina pinnatisect, dimorphic and variable; stipe of small fronds 2-4 cm, of large fronds 6-8 cm, lamina of small fronds narrowly triangular to linear, 5-9 × ca. 1 cm; lamina of large fronds ovate-lanceolate, 11-14 × 2-5 cm, attenuate to both ends, apex acuminate; pinnae 7-9 (small fronds) or 10-15 pairs, opposite or subopposite, sessile, lower segments of large fronds reduced and gradually more triangular-deltoid, middle segments narrowly triangular, 1-2 × 0.3-0.5 cm, base asymmetrical and adnate to rachis, acroscopic side (sub)auriculate, basiscopic side decurrent into narrow wing along rachis, margin repand to sinuate, apex obtuse; segments of small fronds elliptic to obovate, lowest segments largest, 5-8 × 0.3-0.5 cm, adnate to rachis, margin serrate, apex obtuse. Veins anadromously pinnate, obscure, veins simple or forked ending in submarginal hydathode. Fronds herbaceous, green to yellowish green when dry; rachis green, (sub)glabrous. Sori 3-6 per pinna, linear-elliptic, ca. 2 mm, on acroscopic veinlets; indusia green, linear-elliptic, entire, opening toward costa.
250098327 | On rocky cliffs. Jiangsu, Liaoning, Shandong [Japan, Korea].
250098327 | We consider Asplenium castaneoviride to be a good species, not a sterile hybrid (Ching & Iwatsuki, J. Jap. Bot. 57: 129-132. 1982) because Lovis et al. (Brit. Fern Gaz. 10: 263-268. 1972) and Lin and Sleep (in K. H. Shing & K. U. Kramer, Proc. Int. Symp. Syst. Pterid. 111-127. 1989) have shown that this is a fertile allotetraploid, which originated via chromosome doubling in the sterile hybrid between A. ruprechtii and A. incisum.
250098322 | 高加索铁角蕨 gao jia suo tie jiao jue 
250098322 | Asplenium septentrionale (Linnaeus) Hoffmann subsp. caucasicum Fraser-Jenkins & Lovis, Notes Roy. Bot. Gard. Edinburgh 38: 281. 1980.
250098322 | Plants 8-15 cm tall. Rhizome shortly creeping to ascending, apex scaly; scales dark brown, narrowly triangular to subulate, entire to denticulate, at base fimbriate. Fronds caespitose; stipe shiny castaneous only at base, abruptly green toward rachis, 6-10 cm, 2-3 × as long as lamina, with unicellular glands or subglabrous, apex 2- or 3-forked; segments linear, 2-3 × 0.1-0.15 cm, base gradually decurrent onto stipe, minutely forked again at apex. Fronds without distinct rachis, green, other veins slender and subparallel to central axis, 1 veinlet per ultimate segment. Fronds herbaceous-leathery, grass-green. Sori 1-5 per segment, linear, 1-2 cm, on acroscopic veins and close to costa, at maturity covering entire surface; indusia brown, linear, membranous, free margin often with unicellular glands, entire-sinuate, opening toward main vein (costa), persistent but reflexed and covered by sporangia at maturity. Spores with lophate perispore, average exospore length 32-36 µm. Plants sexual diploid: 2n = 72.
250098322 | In crevices of non-calcareous (often granitic) rocks in open or partial shade; below 4100 m. ?Taiwan, Xinjiang, Xizang [Afghanistan, N India, Pakistan, Russia; SW Asia (Abkhazia/Georgia, Azerbaijan, Iran, Turkey), E Europe].
250098322 | Asplenium caucasicum is the diploid ancestor of the more common autotetraploid A. septentrionale (see below). This taxon is best known from the Caucasus region, but microcharacters have shown its presence in Xinjiang. A recent chromosome count from Xizang confirms its presence in China. A doubling of its genome has led to the origin of autotetraploid A. septentrionale. In places where both taxa grow together, their triploid sterile hybrid, A. ×dirense Viane & Reichstein, can be expected.
250098322 | Asplenium sasakii (Hayata) Makino & Nemoto was distinguished from A. septentrionale by its narrower fronds (a.o., Tagawa, Acta Phytotax. Geobot. 10: 204-205. 1941); it may be an earlier name for A. caucasicum if Taiwanese plants turn out to be diploid. However, at present, no chromosome counts or flow-cytometric data are available for Taiwanese plants.
250098329 | 药蕨 yao jue 
250098329 | Ceterach officinarum Willdenow; Hemidictyum ceterach Beddome.
250098329 | Plants up to 12 cm tall. Rhizome erect, short; scales dark brown in center to pale brown at margin, ovate-triangular, margin sparsely toothed. Fronds caespitose; stipe brown, short, 2-4 cm; lamina narrowly elliptic, 5-8 × 1-1.6 cm, reduced to base, pinnatipartite, apex obtuse; segments 6-8 pairs, alternate, triangular, bases adnate to rachis, entire or slightly sinuate, apex obtuse. Veins obscure, nothocatadromous (anadromous base pattern but several middle pinnae with their basal vein pair catadromous), anastomosing and forming subhexagonal submarginal areoles. Fronds subleathery, dark green to brownish green after drying, adaxially subglabrous, abaxially densely covered with brownish, ovate-lanceolate to ovate scales, average stomatal guard cell length 40-48 µm. Sori linear, usually on acroscopic secondary veinlets and in middle between costa and margin; indusia rudimentary. Spores with lophate (costate) perispore, average exospore length 37-42 µm. Plants sexual tetraploid: 2n = 144.
250098329 | In dry rock crevices; 1400-2600 m. Xinjiang, N Xizang [Afghanistan, N India, Kashmir, Pakistan; N Africa, SW Asia, Europe].
250098329 | Asplenium ceterach is widely distributed in S Europe and was often put into the separate genus Ceterach Willdenow (Anleit. Selbststud. Bot. 578. 1804, nom. cons.; 药蕨属 yao jue shu) on the basis of its peculiar pinnatipartite fronds, submarginally anastomosing veins, and the dense, abaxial scale covering. However, all these characters also occur in other clades within the family, and molecular studies (Van den heede et al., Amer. J. Bot. 90: 481-495. 2003) have shown that "Ceterach" consists of two separate clades both nested within Aspleniaceae and not meriting generic status. This species is autotetraploid; its diploid ancestor (A. javorkeanum Vida), from which it can be distinguished by its larger spores, is only known from the Mediterranean area.
200004113 | 线裂铁角蕨 xian lie tie jiao jue 
200004113 | Asplenium bodinieri Christ; A. fuscipes Baker; A. subtoramanum Ching ex S. H. Wu; A. toramanum Makino.
200004113 | Plants 12-35 cm tall. Rhizome erect, short, apex scaly; scales dark brown to black, narrowly triangular to linear-subulate, margin fimbriate to subentire. Fronds caespitose; stipe shiny, purplish black, 6-15(-18) cm, terete, rigid and threadlike, with brown, multicellular uniseriate hairs or subglabrous; lamina triangular, 7-12 × 5-10 cm, base truncate, bipinnate to tripinnate-pinnatifid, apex acuminate to caudate; pinnae 10-15 pairs, subopposite to alternate, lower pinnae stalked, upper almost sessile, stalk dark brown abaxially, basal 1 or 2 pinnae longest and often falcate, narrowly triangular to oblong, 2.5-7 × 1.5-2 cm, base asymmetrical, on acroscopic side auriculate-truncate, basiscopic side cuneate, up to bipinnate-pinnatifid, apex obtuse; pinnules 6-8 pairs, anadromous, usually sessile but shortly stalked in more divided fronds, basal acroscopic pinnule largest, ovate, 7-9 × 4-7 mm, base asymmetrical, acroscopic side truncate, basiscopic cuneate, apex obtuse to truncate; ultimate segments ovate-oblong to linear, apex with 2-4 short and broadly triangular, obtuse to submucronate or sharp teeth. Costa sulcate adaxially, green, veins often raised adaxially when dry, anadromously branching, (1 or)2-6 veins per ultimate segment, terminal hydathode obvious, and not reaching margin. Frond firmly herbaceous, green, lamina with multicellular uniseriate hairs or subglabrous; rachis shiny purplish black, becoming green in upper half toward apex, with brown, multicellular uniseriate hairs or subglabrous, sulcate adaxially. Sori (1 or)2-4 per pinnule or segment, medial to subterminal on acroscopic veinlets, confluent at maturity, oval to linear, 1-2 mm; indusia grayish green, oval to linear, membranous, repand to entire, opening toward costa or costule, persistent. Spores brown to dark brown, lophate (cristate-alate) perispore. Plants tetraploid: 2n = 144.
